pokemon,id,species_id,height,weight,base_experience,type_1,type_2,attack,defense,hp,special_attack,special_defense,speed,ability_1,ability_2,ability_hidden,color_1,color_2,color_f,egg_group_1,egg_group_2,url_image,generation_id,evolves_from_species_id,evolution_chain_id,shape_id,shape,pokebase,pokedex
muk,97,89,12,300,175,poison,NA,105,75,105,65,100,50,stench,sticky-hold,poison-touch,#A040A0,NA,NA,indeterminate,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/089.png,1,88,38,4,arms,muk,http://www.pokemon.com/us/pokedex/muk
shellder,98,90,3,40,61,water,NA,65,100,30,45,25,40,shell-armor,skill-link,overcoat,#6890F0,NA,NA,water3,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/090.png,1,NA,39,1,ball,shellder,http://www.pokemon.com/us/pokedex/shellder
cloyster,99,91,15,1325,184,water,ice,95,180,50,85,45,70,shell-armor,skill-link,overcoat,#6890F0,#98D8D8,#73A1EA,water3,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/091.png,1,90,39,1,ball,cloyster,http://www.pokemon.com/us/pokedex/cloyster
gastly,100,92,13,1,62,ghost,poison,35,30,30,100,35,80,levitate,NA,NA,#705898,#A040A0,#7B5299,indeterminate,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/092.png,1,NA,40,1,ball,gastly,http://www.pokemon.com/us/pokedex/gastly
haunter,101,93,16,1,142,ghost,poison,50,45,45,115,55,95,levitate,NA,NA,#705898,#A040A0,#7B5299,indeterminate,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/093.png,1,92,40,4,arms,haunter,http://www.pokemon.com/us/pokedex/haunter
gengar,102,94,15,405,225,ghost,poison,65,60,60,130,75,110,levitate,NA,NA,#705898,#A040A0,#7B5299,indeterminate,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/094.png,1,93,40,6,upright,gengar,http://www.pokemon.com/us/pokedex/gengar
gengar-mega,103,94,14,405,270,ghost,poison,65,80,60,170,95,130,shadow-tag,NA,NA,#705898,#A040A0,#7B5299,indeterminate,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/094_f2.png,NA,NA,NA,NA,NA,gengar,http://www.pokemon.com/us/pokedex/gengar
onix,104,95,88,2100,77,rock,ground,45,160,35,30,45,70,rock-head,sturdy,weak-armor,#B8A038,#E0C068,#C1A743,mineral,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/095.png,1,NA,41,2,squiggle,onix,http://www.pokemon.com/us/pokedex/onix
drowzee,105,96,10,324,66,psychic,NA,48,45,60,43,90,42,insomnia,forewarn,inner-focus,#F85888,NA,NA,humanshape,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/096.png,1,NA,42,12,humanoid,drowzee,http://www.pokemon.com/us/pokedex/drowzee
hypno,106,97,16,756,169,psychic,NA,73,70,85,73,115,67,insomnia,forewarn,inner-focus,#F85888,NA,NA,humanshape,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/097.png,1,96,42,12,humanoid,hypno,http://www.pokemon.com/us/pokedex/hypno
krabby,107,98,4,65,65,water,NA,105,90,30,25,25,50,hyper-cutter,shell-armor,sheer-force,#6890F0,NA,NA,water3,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/098.png,1,NA,43,14,armor,krabby,http://www.pokemon.com/us/pokedex/krabby
kingler,108,99,13,600,166,water,NA,130,115,55,50,50,75,hyper-cutter,shell-armor,sheer-force,#6890F0,NA,NA,water3,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/099.png,1,98,43,14,armor,kingler,http://www.pokemon.com/us/pokedex/kingler
voltorb,109,100,5,104,66,electric,NA,30,50,40,55,55,100,soundproof,static,aftermath,#F8D030,NA,NA,mineral,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/100.png,1,NA,44,1,ball,voltorb,http://www.pokemon.com/us/pokedex/voltorb
electrode,110,101,12,666,168,electric,NA,50,70,60,80,80,140,soundproof,static,aftermath,#F8D030,NA,NA,mineral,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/101.png,1,100,44,1,ball,electrode,http://www.pokemon.com/us/pokedex/electrode
exeggcute,111,102,4,25,65,grass,psychic,40,80,60,60,45,40,chlorophyll,NA,harvest,#78C850,#F85888,#97AC5D,plant,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/102.png,1,NA,45,11,heads,exeggcute,http://www.pokemon.com/us/pokedex/exeggcute
exeggutor,112,103,20,1200,182,grass,psychic,95,85,95,125,65,55,chlorophyll,NA,harvest,#78C850,#F85888,#97AC5D,plant,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/103.png,1,102,45,7,legs,exeggutor,http://www.pokemon.com/us/pokedex/exeggutor
cubone,113,104,4,65,64,ground,NA,50,95,50,40,50,35,rock-head,lightning-rod,battle-armor,#E0C068,NA,NA,monster,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/104.png,1,NA,46,6,upright,cubone,http://www.pokemon.com/us/pokedex/cubone
marowak,114,105,10,450,149,ground,NA,80,110,60,50,80,45,rock-head,lightning-rod,battle-armor,#E0C068,NA,NA,monster,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/105.png,1,104,46,6,upright,marowak,http://www.pokemon.com/us/pokedex/marowak
hitmonlee,115,106,15,498,159,fighting,NA,120,53,50,35,110,87,limber,reckless,unburden,#C03028,NA,NA,humanshape,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/106.png,1,236,47,12,humanoid,hitmonlee,http://www.pokemon.com/us/pokedex/hitmonlee
hitmonchan,116,107,14,502,159,fighting,NA,105,79,50,35,110,76,keen-eye,iron-fist,inner-focus,#C03028,NA,NA,humanshape,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/107.png,1,236,47,12,humanoid,hitmonchan,http://www.pokemon.com/us/pokedex/hitmonchan
lickitung,117,108,12,655,77,normal,NA,55,75,90,60,75,30,own-tempo,oblivious,cloud-nine,#A8A878,NA,NA,monster,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/108.png,1,NA,48,6,upright,lickitung,http://www.pokemon.com/us/pokedex/lickitung
koffing,118,109,6,10,68,poison,NA,65,95,40,60,45,35,levitate,NA,NA,#A040A0,NA,NA,indeterminate,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/109.png,1,NA,49,1,ball,koffing,http://www.pokemon.com/us/pokedex/koffing
weezing,119,110,12,95,172,poison,NA,90,120,65,85,70,60,levitate,NA,NA,#A040A0,NA,NA,indeterminate,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/110.png,1,109,49,11,heads,weezing,http://www.pokemon.com/us/pokedex/weezing
rhyhorn,120,111,10,1150,69,ground,rock,85,95,80,30,30,25,lightning-rod,rock-head,reckless,#E0C068,#B8A038,#D6B85C,monster,ground,http://assets.pokemon.com/assets/cms2/img/pokedex/full/111.png,1,NA,50,8,quadruped,rhyhorn,http://www.pokemon.com/us/pokedex/rhyhorn
rhydon,121,112,19,1200,170,ground,rock,130,120,105,45,45,40,lightning-rod,rock-head,reckless,#E0C068,#B8A038,#D6B85C,monster,ground,http://assets.pokemon.com/assets/cms2/img/pokedex/full/112.png,1,111,50,6,upright,rhydon,http://www.pokemon.com/us/pokedex/rhydon
chansey,122,113,11,346,395,normal,NA,5,5,250,35,105,50,natural-cure,serene-grace,healer,#A8A878,NA,NA,fairy,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/113.png,1,440,51,6,upright,chansey,http://www.pokemon.com/us/pokedex/chansey
tangela,123,114,10,350,87,grass,NA,55,115,65,100,40,60,chlorophyll,leaf-guard,regenerator,#78C850,NA,NA,plant,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/114.png,1,NA,52,7,legs,tangela,http://www.pokemon.com/us/pokedex/tangela
kangaskhan,124,115,22,800,172,normal,NA,95,80,105,40,80,90,early-bird,scrappy,inner-focus,#A8A878,NA,NA,monster,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/115.png,1,NA,53,6,upright,kangaskhan,http://www.pokemon.com/us/pokedex/kangaskhan
kangaskhan-mega,125,115,22,1000,207,normal,NA,125,100,105,60,100,100,parental-bond,NA,NA,#A8A878,NA,NA,monster,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/115_f2.png,NA,NA,NA,NA,NA,kangaskhan,http://www.pokemon.com/us/pokedex/kangaskhan
horsea,126,116,4,80,59,water,NA,40,70,30,70,25,60,swift-swim,sniper,damp,#6890F0,NA,NA,water1,dragon,http://assets.pokemon.com/assets/cms2/img/pokedex/full/116.png,1,NA,54,5,blob,horsea,http://www.pokemon.com/us/pokedex/horsea
seadra,127,117,12,250,154,water,NA,65,95,55,95,45,85,poison-point,sniper,damp,#6890F0,NA,NA,water1,dragon,http://assets.pokemon.com/assets/cms2/img/pokedex/full/117.png,1,116,54,5,blob,seadra,http://www.pokemon.com/us/pokedex/seadra
goldeen,128,118,6,150,64,water,NA,67,60,45,35,50,63,swift-swim,water-veil,lightning-rod,#6890F0,NA,NA,water2,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/118.png,1,NA,55,3,fish,goldeen,http://www.pokemon.com/us/pokedex/goldeen
seaking,129,119,13,390,158,water,NA,92,65,80,65,80,68,swift-swim,water-veil,lightning-rod,#6890F0,NA,NA,water2,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/119.png,1,118,55,3,fish,seaking,http://www.pokemon.com/us/pokedex/seaking
staryu,130,120,8,345,68,water,NA,45,55,30,70,55,85,illuminate,natural-cure,analytic,#6890F0,NA,NA,water3,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/120.png,1,NA,56,5,blob,staryu,http://www.pokemon.com/us/pokedex/staryu
starmie,131,121,11,800,182,water,psychic,75,85,60,100,85,115,illuminate,natural-cure,analytic,#6890F0,#F85888,#8A82D6,water3,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/121.png,1,120,56,5,blob,starmie,http://www.pokemon.com/us/pokedex/starmie
mr-mime,132,122,13,545,161,psychic,fairy,45,65,40,100,120,90,soundproof,filter,technician,#F85888,#EE99AC,#F56790,humanshape,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/122.png,1,439,57,12,humanoid,mr-mime,http://www.pokemon.com/us/pokedex/mr-mime
scyther,133,123,15,560,100,bug,flying,110,80,70,55,80,105,swarm,technician,steadfast,#A8B820,#A890F0,#A8AE52,bug,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/123.png,1,NA,58,13,bug-wings,scyther,http://www.pokemon.com/us/pokedex/scyther
jynx,134,124,14,406,159,ice,psychic,50,35,65,115,95,95,oblivious,forewarn,dry-skin,#98D8D8,#F85888,#AFB8C4,humanshape,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/124.png,1,238,59,12,humanoid,jynx,http://www.pokemon.com/us/pokedex/jynx
electabuzz,135,125,11,300,172,electric,NA,83,57,65,95,85,105,static,NA,vital-spirit,#F8D030,NA,NA,humanshape,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/125.png,1,239,60,6,upright,electabuzz,http://www.pokemon.com/us/pokedex/electabuzz
magmar,136,126,13,445,173,fire,NA,95,57,65,100,85,93,flame-body,NA,vital-spirit,#F08030,NA,NA,humanshape,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/126.png,1,240,61,6,upright,magmar,http://www.pokemon.com/us/pokedex/magmar
pinsir,137,127,15,550,175,bug,NA,125,100,65,55,70,85,hyper-cutter,mold-breaker,moxie,#A8B820,NA,NA,bug,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/127.png,1,NA,62,12,humanoid,pinsir,http://www.pokemon.com/us/pokedex/pinsir
pinsir-mega,138,127,17,590,210,bug,flying,155,120,65,65,90,105,aerilate,NA,NA,#A8B820,#A890F0,#A8AE52,bug,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/127_f2.png,NA,NA,NA,NA,NA,pinsir,http://www.pokemon.com/us/pokedex/pinsir
tauros,139,128,14,884,172,normal,NA,100,95,75,40,70,110,intimidate,anger-point,sheer-force,#A8A878,NA,NA,ground,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/128.png,1,NA,63,8,quadruped,tauros,http://www.pokemon.com/us/pokedex/tauros
magikarp,140,129,9,100,40,water,NA,10,55,20,15,20,80,swift-swim,NA,rattled,#6890F0,NA,NA,water2,dragon,http://assets.pokemon.com/assets/cms2/img/pokedex/full/129.png,1,NA,64,3,fish,magikarp,http://www.pokemon.com/us/pokedex/magikarp
gyarados,141,130,65,2350,189,water,flying,125,79,95,60,100,81,intimidate,NA,moxie,#6890F0,#A890F0,#7790F0,water2,dragon,http://assets.pokemon.com/assets/cms2/img/pokedex/full/130.png,1,129,64,2,squiggle,gyarados,http://www.pokemon.com/us/pokedex/gyarados
gyarados-mega,142,130,65,3050,224,water,dark,155,109,95,70,130,81,mold-breaker,NA,NA,#6890F0,#705848,#6982C7,water2,dragon,http://assets.pokemon.com/assets/cms2/img/pokedex/full/130_f2.png,NA,NA,NA,NA,NA,gyarados,http://www.pokemon.com/us/pokedex/gyarados
lapras,143,131,25,2200,187,water,ice,85,80,130,85,95,60,water-absorb,shell-armor,hydration,#6890F0,#98D8D8,#73A1EA,monster,water1,http://assets.pokemon.com/assets/cms2/img/pokedex/full/131.png,1,NA,65,3,fish,lapras,http://www.pokemon.com/us/pokedex/lapras
ditto,144,132,3,40,101,normal,NA,48,48,48,48,48,48,limber,NA,imposter,#A8A878,NA,NA,ditto,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/132.png,1,NA,66,1,ball,ditto,http://www.pokemon.com/us/pokedex/ditto
eevee,145,133,3,65,65,normal,NA,55,50,55,45,65,55,run-away,adaptability,anticipation,#A8A878,NA,NA,ground,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/133.png,1,NA,67,8,quadruped,eevee,http://www.pokemon.com/us/pokedex/eevee
vaporeon,146,134,10,290,184,water,NA,65,60,130,110,95,65,water-absorb,NA,hydration,#6890F0,NA,NA,ground,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/134.png,1,133,67,8,quadruped,vaporeon,http://www.pokemon.com/us/pokedex/vaporeon
jolteon,147,135,8,245,184,electric,NA,65,60,65,110,95,130,volt-absorb,NA,quick-feet,#F8D030,NA,NA,ground,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/135.png,1,133,67,8,quadruped,jolteon,http://www.pokemon.com/us/pokedex/jolteon
flareon,148,136,9,250,184,fire,NA,130,60,65,95,110,65,flash-fire,NA,guts,#F08030,NA,NA,ground,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/136.png,1,133,67,8,quadruped,flareon,http://www.pokemon.com/us/pokedex/flareon
porygon,149,137,8,365,79,normal,NA,60,70,65,85,75,40,trace,download,analytic,#A8A878,NA,NA,mineral,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/137.png,1,NA,68,7,legs,porygon,http://www.pokemon.com/us/pokedex/porygon
omanyte,150,138,4,75,71,rock,water,40,100,35,90,55,35,swift-swim,shell-armor,weak-armor,#B8A038,#6890F0,#A49C64,water1,water3,http://assets.pokemon.com/assets/cms2/img/pokedex/full/138.png,1,NA,69,10,tentacles,omanyte,http://www.pokemon.com/us/pokedex/omanyte
omastar,151,139,10,350,173,rock,water,60,125,70,115,70,55,swift-swim,shell-armor,weak-armor,#B8A038,#6890F0,#A49C64,water1,water3,http://assets.pokemon.com/assets/cms2/img/pokedex/full/139.png,1,138,69,10,tentacles,omastar,http://www.pokemon.com/us/pokedex/omastar
kabuto,152,140,5,115,71,rock,water,80,90,30,55,45,55,swift-swim,battle-armor,weak-armor,#B8A038,#6890F0,#A49C64,water1,water3,http://assets.pokemon.com/assets/cms2/img/pokedex/full/140.png,1,NA,70,14,armor,kabuto,http://www.pokemon.com/us/pokedex/kabuto
kabutops,153,141,13,405,173,rock,water,115,105,60,65,70,80,swift-swim,battle-armor,weak-armor,#B8A038,#6890F0,#A49C64,water1,water3,http://assets.pokemon.com/assets/cms2/img/pokedex/full/141.png,1,140,70,6,upright,kabutops,http://www.pokemon.com/us/pokedex/kabutops
aerodactyl,154,142,18,590,180,rock,flying,105,65,80,60,75,130,rock-head,pressure,unnerve,#B8A038,#A890F0,#B49C64,flying,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/142.png,1,NA,71,9,wings,aerodactyl,http://www.pokemon.com/us/pokedex/aerodactyl
aerodactyl-mega,155,142,21,790,215,rock,flying,135,85,80,70,95,150,tough-claws,NA,NA,#B8A038,#A890F0,#B49C64,flying,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/142_f2.png,NA,NA,NA,NA,NA,aerodactyl,http://www.pokemon.com/us/pokedex/aerodactyl
snorlax,156,143,21,4600,189,normal,NA,110,65,160,65,110,30,immunity,thick-fat,gluttony,#A8A878,NA,NA,monster,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/143.png,1,446,72,12,humanoid,snorlax,http://www.pokemon.com/us/pokedex/snorlax
articuno,157,144,17,554,261,ice,flying,85,100,90,95,125,85,pressure,NA,snow-cloak,#98D8D8,#A890F0,#9BC6DD,no-eggs,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/144.png,1,NA,73,9,wings,articuno,http://www.pokemon.com/us/pokedex/articuno
zapdos,158,145,16,526,261,electric,flying,90,85,90,125,90,100,pressure,NA,static,#F8D030,#A890F0,#E4C05E,no-eggs,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/145.png,1,NA,74,9,wings,zapdos,http://www.pokemon.com/us/pokedex/zapdos
moltres,159,146,20,600,261,fire,flying,100,90,90,125,85,90,pressure,NA,flame-body,#F08030,#A890F0,#DE835E,no-eggs,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/146.png,1,NA,75,9,wings,moltres,http://www.pokemon.com/us/pokedex/moltres
dratini,160,147,18,33,60,dragon,NA,64,45,41,50,50,50,shed-skin,NA,marvel-scale,#7038F8,NA,NA,water1,dragon,http://assets.pokemon.com/assets/cms2/img/pokedex/full/147.png,1,NA,76,2,squiggle,dratini,http://www.pokemon.com/us/pokedex/dratini
dragonair,161,148,40,165,147,dragon,NA,84,65,61,70,70,70,shed-skin,NA,marvel-scale,#7038F8,NA,NA,water1,dragon,http://assets.pokemon.com/assets/cms2/img/pokedex/full/148.png,1,147,76,2,squiggle,dragonair,http://www.pokemon.com/us/pokedex/dragonair
dragonite,162,149,22,2100,270,dragon,flying,134,95,91,100,100,80,inner-focus,NA,multiscale,#7038F8,#A890F0,#7D4DF6,water1,dragon,http://assets.pokemon.com/assets/cms2/img/pokedex/full/149.png,1,148,76,6,upright,dragonite,http://www.pokemon.com/us/pokedex/dragonite
mewtwo,163,150,20,1220,306,psychic,NA,110,90,106,154,90,130,pressure,NA,unnerve,#F85888,NA,NA,no-eggs,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/150.png,1,NA,77,6,upright,mewtwo,http://www.pokemon.com/us/pokedex/mewtwo
mewtwo-mega-x,164,150,23,1270,351,psychic,fighting,190,100,106,154,100,130,steadfast,NA,NA,#F85888,#C03028,#EA4E70,no-eggs,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/150_f2.png,NA,NA,NA,NA,NA,mewtwo,http://www.pokemon.com/us/pokedex/mewtwo
mewtwo-mega-y,165,150,15,330,351,psychic,NA,150,70,106,194,120,140,insomnia,NA,NA,#F85888,NA,NA,no-eggs,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/150_f3.png,NA,NA,NA,NA,NA,mewtwo,http://www.pokemon.com/us/pokedex/mewtwo
mew,166,151,4,40,270,psychic,NA,100,100,100,100,100,100,synchronize,NA,NA,#F85888,NA,NA,no-eggs,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/151.png,1,NA,78,6,upright,mew,http://www.pokemon.com/us/pokedex/mew
chikorita,167,152,9,64,64,grass,NA,49,65,45,49,65,45,overgrow,NA,leaf-guard,#78C850,NA,NA,monster,plant,http://assets.pokemon.com/assets/cms2/img/pokedex/full/152.png,2,NA,79,8,quadruped,chikorita,http://www.pokemon.com/us/pokedex/chikorita
bayleef,168,153,12,158,142,grass,NA,62,80,60,63,80,60,overgrow,NA,leaf-guard,#78C850,NA,NA,monster,plant,http://assets.pokemon.com/assets/cms2/img/pokedex/full/153.png,2,152,79,8,quadruped,bayleef,http://www.pokemon.com/us/pokedex/bayleef
meganium,169,154,18,1005,236,grass,NA,82,100,80,83,100,80,overgrow,NA,leaf-guard,#78C850,NA,NA,monster,plant,http://assets.pokemon.com/assets/cms2/img/pokedex/full/154.png,2,153,79,8,quadruped,meganium,http://www.pokemon.com/us/pokedex/meganium
cyndaquil,170,155,5,79,62,fire,NA,52,43,39,60,50,65,blaze,NA,flash-fire,#F08030,NA,NA,ground,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/155.png,2,NA,80,12,humanoid,cyndaquil,http://www.pokemon.com/us/pokedex/cyndaquil
quilava,171,156,9,190,142,fire,NA,64,58,58,80,65,80,blaze,NA,flash-fire,#F08030,NA,NA,ground,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/156.png,2,155,80,8,quadruped,quilava,http://www.pokemon.com/us/pokedex/quilava
typhlosion,172,157,17,795,240,fire,NA,84,78,78,109,85,100,blaze,NA,flash-fire,#F08030,NA,NA,ground,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/157.png,2,156,80,8,quadruped,typhlosion,http://www.pokemon.com/us/pokedex/typhlosion
totodile,173,158,6,95,63,water,NA,65,64,50,44,48,43,torrent,NA,sheer-force,#6890F0,NA,NA,monster,water1,http://assets.pokemon.com/assets/cms2/img/pokedex/full/158.png,2,NA,81,6,upright,totodile,http://www.pokemon.com/us/pokedex/totodile
croconaw,174,159,11,250,142,water,NA,80,80,65,59,63,58,torrent,NA,sheer-force,#6890F0,NA,NA,monster,water1,http://assets.pokemon.com/assets/cms2/img/pokedex/full/159.png,2,158,81,6,upright,croconaw,http://www.pokemon.com/us/pokedex/croconaw
feraligatr,175,160,23,888,239,water,NA,105,100,85,79,83,78,torrent,NA,sheer-force,#6890F0,NA,NA,monster,water1,http://assets.pokemon.com/assets/cms2/img/pokedex/full/160.png,2,159,81,6,upright,feraligatr,http://www.pokemon.com/us/pokedex/feraligatr
sentret,176,161,8,60,43,normal,NA,46,34,35,35,45,20,run-away,keen-eye,frisk,#A8A878,NA,NA,ground,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/161.png,2,NA,82,8,quadruped,sentret,http://www.pokemon.com/us/pokedex/sentret
furret,177,162,18,325,145,normal,NA,76,64,85,45,55,90,run-away,keen-eye,frisk,#A8A878,NA,NA,ground,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/162.png,2,161,82,8,quadruped,furret,http://www.pokemon.com/us/pokedex/furret
hoothoot,178,163,7,212,52,normal,flying,30,30,60,36,56,50,insomnia,keen-eye,tinted-lens,#A8A878,#A890F0,#A8A295,flying,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/163.png,2,NA,83,9,wings,hoothoot,http://www.pokemon.com/us/pokedex/hoothoot
noctowl,179,164,16,408,155,normal,flying,50,50,100,76,96,70,insomnia,keen-eye,tinted-lens,#A8A878,#A890F0,#A8A295,flying,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/164.png,2,163,83,9,wings,noctowl,http://www.pokemon.com/us/pokedex/noctowl
ledyba,180,165,10,108,53,bug,flying,20,30,40,40,80,55,swarm,early-bird,rattled,#A8B820,#A890F0,#A8AE52,bug,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/165.png,2,NA,84,9,wings,ledyba,http://www.pokemon.com/us/pokedex/ledyba
ledian,181,166,14,356,137,bug,flying,35,50,55,55,110,85,swarm,early-bird,iron-fist,#A8B820,#A890F0,#A8AE52,bug,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/166.png,2,165,84,9,wings,ledian,http://www.pokemon.com/us/pokedex/ledian
spinarak,182,167,5,85,50,bug,poison,60,40,40,40,40,30,swarm,insomnia,sniper,#A8B820,#A040A0,#A69A3F,bug,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/167.png,2,NA,85,14,armor,spinarak,http://www.pokemon.com/us/pokedex/spinarak
ariados,183,168,11,335,137,bug,poison,90,70,70,60,60,40,swarm,insomnia,sniper,#A8B820,#A040A0,#A69A3F,bug,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/168.png,2,167,85,14,armor,ariados,http://www.pokemon.com/us/pokedex/ariados
